id,type,initial_frame,detection_duration,lenght
817,truck,15161,25,206.2406005859375
818,car,15173,18,125.7064208984375
819,truck,15189,31,167.48150634765625
820,car,15208,5,83.69049072265625
821,truck,15214,13,223.99220275878906
822,car,15231,27,132.1649169921875
823,car,15242,2,102.943359375
824,truck,15266,14,394.7455749511719
825,car,15270,1,77.1417236328125
826,car,15307,63,137.81573486328125
827,car,15319,60,141.44036865234375
828,truck,15339,2,284.869140625
829,car,15342,37,159.03564453125
830,truck,15347,5,179.6849365234375
831,bus,15376,1,67.4290771484375
832,car,15378,34,155.37554931640625
833,truck,15397,5,101.052001953125
834,car,15398,53,135.6959228515625
835,car,15400,48,160.462890625
836,car,15436,54,147.02142333984375
837,train,15442,15,617.576171875
838,truck,15465,4,119.70751953125
839,car,15491,57,181.42506408691406
840,car,15509,21,120.787841796875
841,car,15511,47,137.22015380859375
842,truck,15530,56,321.70361328125
843,car,15541,14,183.53709411621094
844,car,15582,25,105.6795654296875
845,car,15585,64,135.1558837890625
846,car,15605,70,146.364013671875
847,car,15618,8,129.701904296875
848,truck,15621,1,276.280517578125
849,train,15623,3,437.73167419433594
850,bus,15638,17,403.14642333984375
851,motorcycle,15642,15,74.606201171875
852,car,15652,2,102.039306640625
853,car,15655,68,132.56195068359375
854,car,15658,69,152.79052734375
855,car,15681,74,129.03326416015625
856,car,15717,65,134.7508544921875
857,car,15733,64,120.41986083984375
858,car,15734,49,181.04478454589844
859,car,15767,66,134.060791015625
860,car,15780,51,166.46067810058594
861,car,15785,4,133.4344482421875
862,motorcycle,15811,1,60.1002197265625
863,car,15815,3,106.29541015625
864,motorcycle,15819,1,56.717529296875
865,truck,15829,59,334.81097412109375
866,car,15877,72,157.0338134765625
867,car,15885,42,160.69635009765625
868,truck,15906,29,126.8424072265625
869,car,15925,57,135.04290771484375
870,car,15927,48,154.349609375
871,car,15953,50,186.115966796875
872,car,15968,69,150.61753845214844
873,car,16043,69,157.54689025878906
874,car,16067,13,188.85272216796875
875,truck,16068,3,168.95896911621094
876,car,16085,57,135.4178466796875
877,car,16089,33,131.947265625
878,truck,16134,23,166.11053466796875
879,truck,16148,12,404.1822509765625
880,truck,16156,18,312.0353088378906
881,car,16177,25,119.279541015625
882,train,16201,4,215.87713623046875
883,car,16259,42,154.85890197753906
884,car,16272,35,124.4354248046875
885,car,16282,25,152.1962890625
886,motorcycle,16292,6,64.55010986328125
887,car,16330,37,120.39630126953125
888,car,16335,2,84.807373046875
889,train,16371,9,410.5024108886719
890,car,16400,8,90.719970703125
891,truck,16420,12,159.5712890625
892,car,16443,52,157.153076171875
893,truck,16469,23,242.3072509765625
894,train,16485,16,451.9667053222656
895,car,16493,4,168.88238525390625
896,car,16508,51,125.1192626953125
897,car,16521,44,167.52476501464844
898,car,16535,16,111.454833984375
899,car,16540,19,167.835693359375
900,car,16576,48,158.845703125
901,bus,16601,17,195.9185791015625
902,truck,16609,29,322.304443359375
903,truck,16624,2,264.9681396484375
904,train,16627,6,285.843994140625
905,car,16653,1,135.22918701171875
906,car,16660,38,129.5516357421875
907,truck,16673,9,240.11761474609375
908,truck,16690,22,195.66824340820312
909,car,16693,2,273.02105712890625
910,car,16697,5,122.332275390625
911,car,16702,11,110.384765625
912,train,16732,20,409.67291259765625
913,truck,16784,3,264.42822265625
914,car,16795,10,126.6416015625
915,car,16824,32,169.13519287109375
916,car,16847,30,122.1136474609375
917,car,16858,44,152.6612548828125
918,car,16957,2,212.6468505859375
919,car,16979,35,153.53382873535156
920,car,16980,4,106.0716552734375
921,car,16988,42,135.2708740234375
922,car,16995,40,158.246337890625
923,train,16999,22,400.22900390625
924,train,17017,2,526.7191772460938
925,car,17041,2,50.44482421875
926,truck,17048,3,281.6768798828125
927,train,17048,19,429.14984130859375
928,car,17075,26,62.8739013671875
929,motorcycle,17081,1,59.72491455078125
930,motorcycle,17084,1,56.6204833984375
931,car,17088,45,120.0592041015625
932,truck,17130,12,186.74371337890625
933,car,17148,1,151.57666015625
934,car,17168,48,119.0323486328125
935,motorcycle,17182,3,61.4261474609375
936,car,17189,44,143.38592529296875
937,train,17199,20,403.09332275390625
938,motorcycle,17209,1,37.12451171875
939,motorcycle,17279,1,57.15234375
940,car,17298,40,134.070556640625
941,car,17311,1,127.484130859375
942,car,17324,1,119.17529296875
943,car,17331,31,119.72491455078125
944,truck,17345,29,402.1622314453125
945,car,17405,47,172.8043212890625
946,car,17427,47,158.512939453125
947,car,17427,45,118.819580078125
948,car,17433,1,53.4825439453125
949,car,17445,47,178.43780517578125
950,car,17482,6,91.951904296875
951,car,17507,43,185.058349609375
952,truck,17527,43,363.1719970703125
953,train,17578,28,419.4368896484375
954,car,17591,52,138.2335205078125
955,car,17609,25,165.86083984375
956,car,17630,10,116.9195556640625
957,car,17632,49,137.31915283203125
958,car,17676,7,132.38812255859375
959,bus,17683,31,520.3370971679688
960,car,17722,59,131.5709228515625
961,car,17748,43,140.4462890625
962,truck,17785,12,422.6283874511719
963,train,17832,4,532.663818359375
964,car,17832,3,131.81719970703125
965,motorcycle,17857,5,65.6251220703125
966,car,17857,5,110.20849609375
967,truck,17871,23,174.66375732421875
968,car,17899,44,177.08583068847656
969,car,17907,6,125.9443359375
970,bus,17941,41,405.30816650390625
971,car,17974,8,83.0794677734375
972,car,17977,35,135.98681640625
973,car,17997,27,165.76953125
974,truck,18066,11,319.69915771484375
975,car,18101,24,147.05322265625
976,truck,18106,3,199.99853515625
977,car,18136,26,150.319580078125
978,car,18149,33,161.84913635253906
979,truck,18176,4,158.19195556640625
980,truck,18182,2,127.2843017578125
981,truck,18193,12,181.2060546875
982,car,18207,51,146.0361328125
983,train,18264,45,404.62445068359375
984,train,18284,6,622.7921752929688
985,train,18336,15,307.12371826171875
986,car,18362,3,70.4425048828125
987,car,18374,19,170.5367431640625
988,train,18393,37,396.2270812988281
989,car,18427,47,123.1844482421875
990,car,18498,9,86.4979248046875
991,car,18501,37,145.203125
992,car,18520,31,127.269775390625
993,train,18572,32,411.997802734375
994,car,18618,18,132.6038818359375
995,truck,18622,21,258.693603515625
996,train,18652,4,543.828125
997,train,18663,18,409.59710693359375
998,car,18694,45,160.61712646484375
999,car,18709,53,121.9539794921875
1000,car,18728,52,155.31512451171875
1001,car,18761,29,158.5458984375
1002,car,18777,43,181.80604553222656
1003,car,18780,46,143.031005859375
1004,car,18786,2,103.680908203125
1005,car,18806,38,151.29925537109375
1006,car,18808,35,132.210693359375
1007,car,18814,2,89.18359375
1008,car,18825,1,93.666259765625
1009,car,18836,28,102.6632080078125
1010,truck,18840,3,283.4393310546875
1011,truck,18868,7,344.15126037597656
1012,train,18873,2,518.5846557617188
1013,car,18877,41,182.60711669921875
1014,car,18887,55,130.2781982421875
1015,truck,18898,1,232.6298828125
1016,car,18926,29,115.75604248046875
1017,truck,18932,29,353.6192626953125
1018,car,18974,56,133.10174560546875
1019,train,18985,1,411.37322998046875
1020,car,19001,49,172.05775451660156
1021,train,19011,1,402.9719543457031
1022,train,19022,19,480.0408935546875
1023,car,19046,2,93.1396484375
1024,car,19055,1,69.1295166015625
1025,train,19071,38,410.935302734375
1026,car,19096,54,121.1761474609375
1027,car,19137,3,127.2818603515625
1028,truck,19141,27,341.1430969238281
1029,car,19151,21,126.8043212890625
1030,car,19188,46,156.42820739746094
1031,car,19191,42,158.2442626953125
1032,car,19224,51,140.742431640625
1033,truck,19234,2,273.646240234375
1034,car,19241,52,131.6600341796875
1035,bus,19264,14,264.9873046875
1036,car,19268,49,63.94732666015625
1037,car,19298,59,124.41162109375
1038,car,19316,47,176.70286560058594
1039,car,19334,12,129.4942626953125
1040,car,19345,48,188.9989013671875
1041,truck,19354,38,193.84185791015625
1042,truck,19378,7,306.24346923828125
1043,car,19392,52,88.74560546875
1044,truck,19404,24,300.1917724609375
1045,truck,19405,11,187.392578125
1046,truck,19420,28,171.07135009765625
1047,car,19439,55,151.4339599609375
1048,car,19473,2,117.562744140625
1049,car,19477,46,161.59144592285156
1050,truck,19491,30,155.176025390625
1051,car,19496,4,98.54150390625
1052,car,19508,50,168.30438232421875
1053,car,19512,60,131.10382080078125
1054,car,19542,53,112.59130859375
1055,car,19550,2,110.09185791015625
1056,motorcycle,19557,56,60.6192626953125
1057,motorcycle,19566,3,55.419921875
1058,car,19569,5,82.7548828125
1059,car,19573,45,165.153564453125
1060,car,19581,13,127.64007568359375
1061,car,19603,42,137.830810546875
1062,truck,19621,15,165.27984619140625
1063,car,19650,64,128.5250244140625
1064,train,19705,25,412.8267517089844
1065,car,19785,40,117.82135009765625
1066,truck,19800,28,282.77020263671875
1067,car,19845,48,137.91033935546875
1068,car,19859,49,152.2281494140625
1069,car,19860,50,155.83717346191406
1070,motorcycle,19910,2,65.4981689453125
1071,car,19931,41,145.5361328125
1072,truck,19951,14,160.626953125
1073,truck,19965,12,207.15040588378906
1074,truck,19966,6,172.869873046875
1075,car,19988,23,136.99462890625
1076,truck,19996,1,143.5625
1077,truck,20009,1,117.48046875
1078,car,20033,6,193.9833984375
1079,train,20042,2,272.12255859375
1080,car,20073,48,163.82427978515625
1081,truck,20102,2,341.6734619140625
1082,truck,20113,1,432.02423095703125
1083,car,20128,3,242.8619384765625
1084,truck,20149,2,127.4908447265625
1085,train,20150,3,414.97601318359375
1086,car,20158,42,126.3984375
1087,truck,20181,6,365.7067565917969
1088,car,20191,44,169.2864990234375
1089,car,20191,11,86.8642578125
1090,car,20209,48,153.33447265625
1091,bus,20223,20,136.4716796875
1092,truck,20245,16,233.93572998046875
1093,motorcycle,20246,2,57.27001953125
1094,bus,20247,1,118.2646484375
1095,car,20263,4,102.851318359375
1096,truck,20278,56,320.6925048828125
1097,car,20289,10,170.45587158203125
1098,car,20332,39,143.728271484375
1099,train,20340,26,410.34686279296875
1100,car,20344,45,157.01194763183594
1101,car,20365,12,137.2529296875
1102,car,20377,15,114.67529296875
1103,car,20417,28,92.777587890625
1104,car,20425,69,132.74298095703125
1105,car,20455,25,217.61285400390625
1106,train,20466,4,432.4512939453125
1107,truck,20525,26,309.07521057128906
1108,train,20547,3,275.1565246582031
1109,truck,20576,1,186.295654296875
1110,truck,20579,31,145.265380859375
1111,car,20616,43,161.4976806640625
1112,car,20623,55,124.044189453125
1113,car,20626,1,87.6407470703125
1114,car,20631,54,186.46751403808594
1115,car,20644,1,71.43798828125
1116,car,20674,1,69.60205078125
1117,car,20684,52,186.21832275390625
1118,car,20698,50,141.18170166015625
1119,truck,20704,8,138.6201171875
1120,truck,20732,9,199.34246826171875
1121,car,20749,27,133.8260498046875
1122,truck,20755,26,252.9820556640625
1123,car,20786,57,153.5245361328125
1124,car,20799,49,164.14613342285156
1125,motorcycle,20841,22,74.531494140625
1126,car,20849,49,148.50885009765625
1127,car,20859,14,136.904541015625
1128,car,20891,1,96.4017333984375
1129,train,20909,24,409.2667236328125
1130,car,20940,50,139.8416748046875
1131,truck,20953,25,224.05938720703125
1132,car,20972,44,180.27076721191406
1133,bus,20985,21,169.644775390625
1134,car,20998,45,155.43243408203125
1135,motorcycle,21026,1,55.414306640625
1136,train,21032,17,285.70042419433594
1137,truck,21072,5,152.76611328125
1138,car,21075,32,152.76025390625
1139,car,21093,1,123.3531494140625
1140,car,21100,1,105.0240478515625
1141,train,21100,5,455.69879150390625
1142,car,21114,1,71.2275390625
1143,car,21174,33,156.27850341796875
1144,car,21174,7,127.0347900390625
1145,motorcycle,21206,1,53.9677734375
1146,car,21207,47,123.763671875
1147,train,21230,16,540.1305541992188
1148,car,21235,15,151.070068359375
1149,car,21270,9,93.771484375
1150,car,21285,45,183.89878845214844
1151,car,21320,41,131.2919921875
1152,car,21330,42,170.79234313964844
1153,car,21377,45,163.6312255859375
1154,car,21405,18,145.6527099609375
1155,truck,21413,23,244.07237243652344
1156,bus,21456,11,208.213134765625
1157,truck,21511,16,209.12034606933594
1158,truck,21550,20,407.8576965332031
1159,truck,21613,14,178.9569091796875
1160,car,21615,1,130.10101318359375
1161,car,21645,54,136.93603515625
1162,car,21656,1,94.9595947265625
1163,car,21674,45,156.24513244628906
1164,car,21676,10,140.70413208007812
1165,car,21680,22,62.904541015625
1166,motorcycle,21703,3,63.9053955078125
1167,car,21714,8,118.87554931640625
1168,car,21719,43,130.7611083984375
1169,motorcycle,21730,14,75.3858642578125
1170,car,21749,1,72.9951171875
1171,car,21759,5,81.52587890625
1172,car,21766,31,184.1651611328125
1173,car,21785,37,121.524169921875
1174,car,21816,40,169.74127197265625
1175,car,21827,1,115.1380615234375
1176,truck,21856,1,254.8843994140625
1177,car,21872,5,180.781982421875
1178,car,21873,6,139.5526123046875
1179,truck,21876,6,144.2713623046875
1180,car,21878,31,141.0836181640625
1181,car,21898,6,126.09429931640625
1182,car,21922,39,173.970703125
1183,car,21935,8,107.325439453125
1184,train,21960,23,410.73614501953125
1185,car,21982,50,119.190673828125
1186,train,22011,2,230.39166259765625
1187,train,22016,1,224.6334228515625
1188,motorcycle,22035,1,77.69451904296875
1189,motorcycle,22038,6,73.51043701171875
1190,car,22054,17,122.427490234375
1191,motorcycle,22058,1,42.55078125
1192,train,22061,6,262.43597412109375
1193,truck,22075,30,302.6461181640625
1194,car,22110,47,133.317138671875
1195,car,22145,3,144.491943359375
1196,car,22159,37,173.3704833984375
1197,car,22172,4,105.083984375
1198,car,22203,12,137.360595703125
1199,train,22260,1,527.8687133789062
1200,truck,22268,3,163.96087646484375
1201,truck,22280,8,193.200927734375
1202,car,22323,41,138.3194580078125
1203,car,22348,1,139.745849609375
1204,truck,22379,2,161.14813232421875
1205,train,22399,10,417.41400146484375
1206,truck,22400,2,133.474853515625
1207,car,22443,7,103.1787109375
1208,motorcycle,22511,4,64.364013671875
1209,car,22528,4,106.3687744140625
1210,train,22530,17,443.59405517578125
1211,truck,22556,23,397.69512939453125
1212,car,22584,46,182.0509033203125
1213,car,22585,10,131.92474365234375
1214,car,22628,48,114.7955322265625
1215,car,22637,44,162.38909912109375
1216,car,22643,2,96.716796875
1217,car,22664,46,127.7276611328125
1218,car,22678,43,155.51454162597656
1219,car,22689,46,147.54827880859375
1220,car,22732,49,171.25579833984375
1221,bus,22750,38,400.17974853515625
1222,car,22784,44,141.1546630859375
1223,car,22792,3,83.964599609375
1224,car,22796,47,125.29998779296875
1225,car,22810,42,148.88037109375
1226,truck,22846,3,167.9007568359375
1227,car,22893,41,138.5997314453125
1228,truck,22902,30,270.34400939941406
1229,car,22976,11,88.870849609375
1230,truck,22976,1,94.14892578125
1231,car,22991,46,135.371337890625
1232,car,22993,48,181.19142150878906
1233,car,23007,33,118.26165771484375
1234,motorcycle,23019,1,63.279541015625
1235,motorcycle,23025,3,57.3858642578125
1236,truck,23034,16,239.03736877441406
1237,car,23051,48,156.6317138671875
1238,car,23076,49,151.6783447265625
1239,train,23097,7,408.1767578125
1240,truck,23120,13,141.853271484375
1241,car,23167,21,161.88287353515625
1242,truck,23212,33,170.075439453125
1243,car,23223,47,162.39984130859375
1244,car,23255,40,174.50732421875
1245,car,23259,50,150.94970703125
1246,car,23310,42,156.9398193359375
1247,train,23329,6,423.45684814453125
1248,car,23330,16,168.91343688964844
1249,train,23343,2,460.009033203125
1250,car,23353,44,146.9453125
1251,bus,23399,12,172.748046875
1252,bus,23403,6,308.47802734375
1253,car,23408,44,129.847900390625
1254,car,23425,47,113.97833251953125
1255,car,23443,44,159.1322021484375
1256,car,23470,48,137.49603271484375
1257,truck,23473,18,261.80792236328125
1258,car,23492,41,162.687255859375
1259,car,23502,20,141.092529296875
1260,car,23518,40,142.317626953125
1261,train,23526,22,281.232177734375
1262,truck,23560,9,182.9569091796875
1263,car,23583,13,129.5472412109375
1264,car,23589,43,142.278564453125
1265,car,23653,45,134.6802978515625
1266,train,23664,11,423.74847412109375
1267,truck,23694,6,554.6241455078125
1268,truck,23698,27,222.470458984375
1269,car,23751,47,136.15069580078125
1270,train,23769,32,417.3440856933594
1271,car,23795,40,148.34423828125
1272,car,23827,44,188.4405517578125
1273,car,23846,48,155.3338623046875
1274,car,23870,1,82.4407958984375
1275,truck,23882,32,158.2882080078125
1276,car,23887,51,137.16339111328125
1277,car,23969,49,176.93702697753906
1278,truck,23993,34,350.30755615234375
1279,car,24041,18,153.3016357421875
1280,car,24087,1,163.03106689453125
1281,train,24090,10,410.13433837890625
1282,truck,24127,8,190.15138244628906
1283,train,24130,4,482.990478515625
1284,car,24144,31,146.2593994140625
1285,truck,24153,7,154.744384765625
1286,truck,24188,4,169.03602600097656
1287,truck,24206,1,149.31521606445312
1288,car,24207,42,137.47467041015625
1289,truck,24222,1,129.34765625
1290,car,24227,47,154.488037109375
1291,truck,24236,11,225.67425537109375
